25021,666303,650306,2.5,15997,650308,38483,5.8,150086,22.5,14.2,94682,51.8,565934,35827,1155,54718,272,8397,19660,548852,84.9,5.4,0.2,8.2,0.0,1.3,3.0,82.4,7665,5365,28,62.2,11.8,14.5,91.3,42.9,89792,30.0,266793,11640,4.6,69.7,230400,36.2,248827,2.54,32484,80944,6.1,40717,62129,360952,27270,7.6,429721,16974,33366,25422322,59160,19506,319655,-5.3,49534,1069827,63546,2.3,0.0,4.8,1.3,0.0,29.5,7961629,18197692,9539845,14593,1217,214426,11654,4287610,6497,399.58,1625.8
26055,86333,77655,11.2,8678,77654,4984,5.8,18622,21.6,15.3,13177,50.6,82963,889,918,545,30,988,1669,81400,96.1,1.0,1.1,0.6,0.0,1.1,1.9,94.3,988,695,7,54.4,2.1,4.2,89.3,26.1,11887,20.5,41018,6175,17.7,77.4,130400,13.9,30396,2.49,22111,50207,9.5,3033,35520,48330,5722,11.8,66759,4563,6743,2586430,38743,3531,42246,-2.9,8240,204781,10958,0.0,0.0,0.0,0.0,0.0,22.5,1015515,660219,1651746,20369,202,33325,62577,581729,6759,465.07,167.0
27037,396500,355904,11.4,40596,355904,28202,7.1,102580,25.9,9.0,35532,50.4,351433,18064,2083,17484,321,7115,18770,334779,88.6,4.6,0.5,4.4,0.1,1.8,4.7,84.4,5593,1900,18,54.3,5.1,7.6,93.2,34.9,41528,22.8,157218,23468,17.5,78.2,152400,22.3,131151,2.70,27008,71988,4.6,17541,45045,232204,17042,7.3,236840,37473,21790,10682445,45104,10142,172842,12.1,26785,501330,31110,2.1,0.4,1.9,1.0,0.0,31.1,6642005,7658337,4852694,13153,550,107751,246026,1644432,4187,569.58,624.4
28079,23132,20944,10.4,2188,20940,2079,9.0,7316,31.6,13.5,3117,49.8,12645,9070,1165,70,7,175,1021,11775,54.7,39.2,5.0,0.3,0.0,0.8,4.4,50.9,426,276,3,66.9,1.4,6.2,64.1,11.6,5023,32.6,9186,599,7.0,82.0,53000,4.4,7611,2.65,13365,31525,23.6,509,22252,8502,797,9.4,8966,-201,1232,254852,28424,319,5511,-8.6,1154,9736,1203,9.7,0.0,0.0,0.0,0.0,12.1,308012,21646,120672,5555,1,150,127443,166662,7296,582.71,35.9
29031,73957,68693,7.7,5264,68693,4760,6.4,16317,22.1,14.4,10628,51.7,67354,4547,304,694,24,1034,1133,66365,91.1,6.1,0.4,0.9,0.0,1.4,1.5,89.7,952,708,8,51.7,1.3,3.3,81.1,24.2,10265,18.6,31499,2065,7.0,68.4,94700,21.5,26980,2.42,18593,45534,13.5,2274,31300,38480,2804,7.3,55442,3536,6830,1923173,34688,2596,39486,7.9,4766,110100,6061,0.0,0.0,0.0,0.0,0.0,35.5,0,1173811,1101797,15856,152,15878,302631,433198,5915,578.62,118.6
30069,440,493,-10.8,-53,493,18,4.1,77,17.5,21.4,94,47.0,434,0,3,0,0,3,6,428,98.6,0.0,0.7,0.0,0.0,0.7,1.4,97.3,1,2,0,65.8,0.6,6.1,82.9,17.4,76,11.7,291,-1,-0.3,74.4,58300,2.1,211,2.34,15986,31243,17.0,11,25159,237,11,4.6,356,58,65,6355,17851,12,42,180.0,35,363,46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,640707,8826,20243,1653.90,0.3
31063,2516,3098,-18.8,-582,3099,138,5.5,519,20.6,20.4,513,49.1,2473,4,9,9,0,21,44,2437,98.3,0.2,0.4,0.4,0.0,0.8,1.7,96.9,32,31,0,61.3,1.0,3.0,88.3,17.9,467,18.0,1582,40,2.6,72.5,54800,4.3,1192,2.48,16648,42541,12.7,91,34391,1653,55,3.3,1756,-13,360,60770,34607,78,437,-15.8,216,993,273,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4,588,475252,31975,12374,974.55,3.2
32021,4662,5071,-8.1,-409,5071,211,4.5,894,19.2,23.1,1076,49.8,3475,244,765,59,5,114,538,3073,74.5,5.2,16.4,1.3,0.1,2.4,11.5,65.9,42,86,0,56.0,2.4,7.0,77.1,10.1,1419,16.9,2870,4,0.1,72.5,59500,10.7,2197,2.26,16952,37630,15.9,135,28344,2376,217,9.1,2363,-125,597,86286,36515,75,0,0.0,232,10825,313,0.0,0.0,0.0,0.0,0.0,39.9,0,0,17326,3635,5,329,0,120192,25660,3756.40,1.4
33015,299276,277357,7.9,21919,277359,16813,5.6,68422,22.9,12.6,37652,50.6,288003,2753,557,4980,116,2867,6606,281957,96.2,0.9,0.2,1.7,0.0,1.0,2.2,94.2,2924,2022,10,57.1,3.7,6.0,90.5,31.7,37900,28.6,124893,11869,10.5,75.6,164900,23.0,104529,2.63,26656,75425,4.8,13972,47196,174234,11649,6.7,196128,22192,15872,9439494,48129,9749,132199,5.5,25361,498076,31172,0.5,0.0,1.1,0.9,0.0,25.6,3658874,4898183,5463618,18977,473,102179,33570,1800437,6055,694.96,399.1
34037,151118,144165,4.8,6953,144166,8152,5.4,35792,23.7,11.4,17189,50.2,143005,3158,242,3115,35,1563,9165,134535,94.6,2.1,0.2,2.1,0.0,1.0,6.1,89.0,1557,984,4,64.0,5.7,8.3,89.8,27.2,17976,38.3,60878,4351,7.7,82.7,157700,13.6,50831,2.80,26992,79393,4.6,7053,46630,85412,7459,8.7,63700,8501,8293,2440438,38311,3575,32537,6.6,10987,129858,13352,0.0,0.0,1.3,0.0,0.0,28.7,406971,0,1345425,9037,182,35546,65242,693967,4599,521.26,276.7
35039,40678,41188,-1.2,-510,41190,3474,8.5,10810,26.6,13.0,5280,50.8,33064,299,6660,103,88,464,29306,5509,81.3,0.7,16.4,0.3,0.2,1.1,72.0,13.5,696,373,3,71.3,3.7,65.9,73.0,15.4,9379,28.1,18255,238,1.3,81.6,107500,2.1,15044,2.71,14263,38578,17.2,979,24053,20716,1503,7.3,18047,2510,5288,480171,26607,660,7724,18.1,2032,43675,2560,0.0,0.0,0.0,30.2,0.0,20.1,0,23925,249811,6090,0,0,1460186,389509,9572,5857.63,7.0
36061,1629054,1537395,6,91659,1537195,93953,5.8,259817,15.9,12.7,207637,52.4,1106065,297440,10011,176984,2231,36323,387678,829272,67.9,18.3,0.6,10.9,0.1,2.2,23.8,50.9,20812,10106,80,56.9,29.4,41.9,78.7,49.4,303208,30.5,858268,60113,7.5,20.1,1000001,99.1,738644,2.00,42922,68402,16.9,196314,120790,942495,80231,8.5,2813241,35855,457529,340672511,121096,104060,2103835,1.1,211142,10714578,282357,5.7,0.7,10.2,11.3,0.2,30.6,10950335,140669286,25904575,16718,1363,144704,0,0,0,22.96,66834.6
36113,66021,63303,4.3,2718,63303,3189,4.8,13117,19.9,17.6,11595,51.1,63974,689,148,542,7,661,1147,62955,96.9,1.0,0.2,0.8,0.0,1.0,1.7,95.4,624,652,5,61.5,2.4,4.3,84.6,23.2,10994,21.4,37890,3039,8.7,69.8,97500,19.2,25726,2.41,20727,48376,10.5,2183,33126,36350,2888,7.9,46326,3862,5157,1760498,38002,2369,33279,-5.3,4765,212028,6428,0.0,0.0,0.0,2.0,0.0,41.3,927302,250706,1095627,17088,186,34855,8555,448728,6802,869.29,72.8
37035,159125,141682,12.3,17443,141685,10758,6.8,38391,24.1,14.1,22488,50.7,138584,13462,450,4865,99,1665,14996,124367,87.1,8.5,0.3,3.1,0.1,1.0,9.4,78.2,2097,1408,17,56.2,6.5,9.5,74.8,17.0,26567,20.7,67923,8006,13.4,72.5,103000,15.1,55533,2.51,20358,43737,13.8,4817,31051,74665,10770,14.4,105620,-9306,10484,4130764,39110,4398,84806,-10.4,10838,226771,12451,2.3,0.0,2.4,0.0,0.0,25.8,5462046,4226472,2145348,14648,202,47153,71906,773351,4923,399.97,354.2
38089,22847,22635,0.9,212,22636,1444,6.3,4956,21.7,16.2,3711,50.6,22170,105,294,58,8,212,383,21816,97.0,0.5,1.3,0.3,0.0,0.9,1.7,95.5,292,211,0,61.8,0.8,7.5,79.9,22.3,3897,14.1,10406,685,7.0,70.3,70400,22.9,8932,2.44,15929,47189,10.2,789,35186,14233,488,3.4,17561,2244,2399,616259,35092,897,10166,20.0,1875,30851,2373,0.0,0.0,0.0,0.0,0.0,19.6,101399,256152,288585,13008,104,18456,837143,172257,7630,1338.16,16.9
39051,42402,42084,0.8,318,42084,2720,6.4,10717,25.3,14.0,5934,50.8,41370,302,137,225,20,348,3016,38526,97.6,0.7,0.3,0.5,0.0,0.8,7.1,90.9,562,373,3,63.2,1.3,5.6,85.3,13.2,6855,21.3,17318,1086,6.7,80.1,108300,11.2,15480,2.69,18999,51772,7.8,1366,32158,23271,3107,13.4,27913,110,2921,1031097,36940,1018,17769,-13.0,2874,30139,3707,0.0,0.0,0.0,0.0,0.0,0.0,2383432,451608,352576,8334,112,11970,183913,224697,5289,406.78,103.4
40079,49915,48108,3.8,1807,48109,3559,7.1,12643,25.3,14.8,7374,49.9,40625,1151,5443,164,21,2511,3648,37316,81.4,2.3,10.9,0.3,0.0,5.0,7.3,74.8,753,542,2,55.4,2.5,5.7,70.4,11.3,11035,23.6,21332,1191,5.9,75.2,51600,5.2,17861,2.61,13737,34394,21.0,1210,24442,21045,2053,9.8,20628,2232,4542,608941,29520,780,7996,1.7,3113,19044,3608,0.0,12.2,0.0,0.0,0.0,22.0,0,0,324725,6680,115,9880,466406,394114,7914,1585.82,30.3
41067,537318,445348,20.7,91970,445342,40086,7.5,137554,25.6,9.5,51015,50.1,458344,11103,5134,46724,1949,14064,82372,382744,85.3,2.1,1.0,8.7,0.4,2.6,15.3,71.2,7885,2790,27,41.2,14.2,18.6,88.9,34.5,60418,23.7,208530,29611,16.5,60.6,184800,32.8,169162,2.61,24969,65576,9.5,19945,38371,288884,26884,9.3,302306,23251,22173,16894806,55886,14657,242058,12.9,32165,585218,36916,0.5,0.7,5.5,2.4,0.0,32.6,13289807,15387986,6047548,12809,1203,235508,127984,1738445,3285,723.75,615.1
42081,116840,120048,-2.7,-3208,120044,6800,5.8,24529,21.0,16.7,19508,50.8,109117,5531,307,583,13,1289,1248,108071,93.4,4.7,0.3,0.5,0.0,1.1,1.1,92.5,1303,1303,12,61.0,1.2,3.3,80.6,15.1,21317,19.6,54182,1717,3.3,69.4,86200,19.7,47003,2.44,17224,42005,13.8,3522,30148,60317,5362,8.9,68571,830,9924,2564412,37398,2845,46554,-5.9,6472,117981,8159,0.0,0.0,0.0,0.0,0.0,28.2,2649429,0,1276543,10744,118,19882,160456,826982,7088,1234.85,97.2
44007,627690,621595,1,6095,621602,39385,6.3,140734,22.4,13.4,84119,51.4,528629,59819,4601,21553,1330,11758,116276,432021,84.2,9.5,0.7,3.4,0.2,1.9,18.5,68.8,8328,5669,67,56.6,15.6,27.4,72.5,21.3,126833,22.0,256561,3349,1.3,53.2,123900,53.0,239936,2.48,19255,46997,14.6,22531,35920,326656,39600,12.1,359790,6403,39942,17979371,49972,16418,267532,1.5,38493,832499,46912,0.0,0.8,2.5,6.3,0.0,26.9,5874984,5486325,4984615,7860,414,53540,21683,5398470,8622,413.27,1505.1
45035,130417,96327,35.4,34090,96413,9469,7.3,34933,26.8,10.1,13161,51.0,91603,33745,865,2015,100,2089,4672,87411,70.2,25.9,0.7,1.5,0.1,1.6,3.6,67.0,1920,771,7,52.4,2.8,5.0,82.2,21.4,17497,28.0,49193,11985,32.2,75.0,104600,13.9,34709,2.72,18840,60254,10.1,3589,29092,64721,6580,10.2,37962,3867,6018,1354837,35689,2243,25356,9.7,8020,77147,7060,12.5,0.0,0.0,2.1,0.0,37.6,720841,318748,696055,6878,531,113413,65008,608273,4785,574.73,167.7
46115,6554,7454,-12.1,-900,7454,421,6.4,1530,23.3,19.8,1298,47.7,6354,18,134,7,1,40,34,6320,96.9,0.3,2.0,0.1,0.0,0.6,0.5,96.4,75,87,1,67.5,0.6,8.2,81.4,14.4,1359,15.5,3439,87,2.6,73.8,34500,13.1,2847,2.45,15728,41918,12.4,249,37089,3478,145,4.2,3968,25,1100,136844,34487,175,1239,-4.9,486,5138,568,0.0,0.0,0.0,0.0,0.0,0.0,0,155155,48070,6769,12,2075,907643,114750,17219,1503.87,5.0
47077,27037,25522,5.9,1515,25522,1830,6.8,6525,24.1,14.9,4030,51.9,24442,2166,43,48,4,334,410,24066,90.4,8.0,0.2,0.2,0.0,1.2,1.5,89.0,411,307,5,58.8,0.7,1.9,69.3,9.3,5654,24.6,12219,774,6.8,79.3,74000,6.0,10306,2.44,17019,38822,16.6,657,24624,11968,2169,18.1,12762,-1294,1429,390832,30625,528,7398,-8.3,1817,18768,2140,0.0,0.0,0.0,0.0,0.0,15.0,805199,52412,201750,7805,17,2265,165442,258839,9617,520.02,49.1
48149,22891,21819,4.9,1072,21804,1325,5.8,5036,22.0,22.2,5078,51.2,20984,1586,105,65,12,139,3997,17155,91.7,6.9,0.5,0.3,0.1,0.6,17.5,74.9,267,348,2,62.5,5.6,20.3,71.3,14.6,4403,23.3,11581,465,4.2,78.3,71600,5.7,8722,2.44,18888,45141,11.9,790,35196,12351,687,5.6,16374,1128,1718,434317,26525,774,6623,8.1,2257,28547,2725,0.0,0.0,0.0,0.0,0.0,18.4,186696,152140,221348,9950,5,1025,565708,201694,8886,950.03,23.0
49019,9660,8380,15.3,1280,8485,632,6.5,2222,23.0,13.3,1286,50.3,8964,33,523,18,6,116,747,8264,92.8,0.3,5.4,0.2,0.1,1.2,7.7,85.5,122,68,0,51.2,3.0,8.7,82.5,22.9,1488,15.0,4690,676,16.8,71.0,112700,9.6,3434,2.44,17356,38540,14.2,244,25852,5378,477,8.9,6752,957,860,175136,25938,452,3757,32.4,949,43724,1120,0.0,0.0,0.0,0.0,0.0,27.4,0,13537,88307,10221,44,10577,0,85876,8956,3681.56,2.3
50017,28896,28231,2.4,665,28226,1468,5.1,5947,20.6,14.5,4183,49.9,28220,135,83,149,13,296,346,27894,97.7,0.5,0.3,0.5,0.0,1.0,1.2,96.5,285,236,0,67.2,1.8,3.1,84.1,23.9,5329,25.3,13898,511,3.8,78.3,94300,11.0,10936,2.52,18784,49458,10.9,908,31354,16693,1082,6.5,14677,1170,2245,413803,28194,803,6132,-2.1,3107,23957,3587,0.0,0.0,0.0,0.0,0.0,32.5,217509,92391,249060,8632,35,5832,101645,204623,7076,688.56,41.0
53051,12946,11732,10.3,1214,11732,704,5.4,2957,22.8,17.6,2276,50.1,12072,64,408,88,24,290,386,11733,93.2,0.5,3.2,0.7,0.2,2.2,3.0,90.6,133,159,2,59.0,2.0,3.5,81.0,12.3,2860,31.5,7344,736,11.1,77.4,101100,5.2,4639,2.51,15731,38939,18.8,315,24745,5540,773,14.0,4235,47,1380,163258,38550,250,2166,39.2,809,4947,887,0.0,0.0,0.0,0.0,0.0,0.0,0,0,37931,3130,74,16737,55109,91964,7152,1400.27,8.4
54049,56706,56598,0.2,108,56598,3168,5.6,11268,19.9,17.0,9665,51.9,53715,1997,128,258,4,604,615,53136,94.7,3.5,0.2,0.5,0.0,1.1,1.1,93.7,658,695,2,65.4,1.0,2.7,79.5,16.0,12059,23.9,27317,657,2.5,74.8,63600,13.7,23652,2.34,16246,35630,18.8,1691,29849,25990,1567,6.0,28108,1320,4559,1096379,39006,1267,17912,6.2,2718,44826,3669,0.0,0.0,0.0,0.0,0.0,27.6,397167,159575,480159,8523,7,574,58015,552362,9777,309.69,182.6
55035,99409,93140,6.7,6269,93142,6013,6.0,20526,20.6,12.8,12733,51.4,93786,774,693,2831,47,1278,1414,92530,94.3,0.8,0.7,2.8,0.0,1.3,1.4,93.1,1214,720,11,50.8,2.2,6.1,88.9,27.0,13131,17.3,41969,4498,12.0,65.0,96300,28.1,35822,2.46,19250,48483,11.8,3203,32837,55943,3772,6.7,73752,3938,8393,2727201,36978,2661,49524,7.8,5485,140651,7094,0.0,0.0,1.8,0.0,0.0,28.2,1229611,976743,1275771,13557,228,31553,205375,528057,5373,637.64,146.0
56035,8792,5920,48.5,2872,5920,672,7.6,2255,25.6,8.8,771,48.2,8593,40,48,16,5,90,498,8113,97.7,0.5,0.5,0.2,0.1,1.0,5.7,92.3,130,49,0,55.7,1.6,3.6,89.0,21.6,760,20.2,4698,1146,32.3,73.3,112000,4.2,2371,2.47,20056,72079,4.7,488,61411,7101,316,4.5,7663,3686,925,388450,50692,491,3418,158.0,1023,9849,1185,0.0,0.0,0.0,0.0,0.0,25.6,0,15966,38419,6176,44,9550,599289,34938,4132,4882.57,1.2
